type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb	comments_retrieved	comments_base	comments_replies	comment_likes_count	rea_NONE	rea_LIKE	rea_LOVE	rea_WOW	rea_HAHA	rea_SAD	rea_ANGRY	rea_THANKFUL	place	count
photo	post_user_1008279892518211	1008279892518211_1704347249578135	https://www.facebook.com/1008279892518211/posts/1704347249578135	انفلات عمراني في مقرين لا يستدعي تدخل البلدية شكلت وضعية صالون الشاي   تانيت Salon Thé - Tanit المملوك للمدعو   احمد بن رخيصة   حالة شاذة في قلب مدينة مقرين ( ولاية بن عروس ) حيث استولى هذا المتنفذ على الملك العمومي و الخاص و اجاز لنفسه ما لا يجوز بعد ان توسع في فضاء المقهى - المطعم و الحق به كامل الرصيف و المنطقة الخضراء التي تقع خلف السوق البلدية  المساحة المستولى عليها فاقت ال 100 متر مربع و رغم ذلك لم تتحرك البلدية و اختارت التستر على المخالفة المكشوفة خصوصا و ان الامر يتعلق باحد الوجهاء و المتنفذين رغم غضب الاهالي و رفضهم المطلق لهذه التجاوزات  فورة .. ليس بعد	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/21272157_1424656204270886_5753053284373692857_n.jpg?oh=20dd563df76f1da44bb8b834706695f1&oe=5A465EF0	https://scontent.xx.fbcdn.net/v/t1.0-9/21272157_1424656204270886_5753053284373692857_n.jpg?oh=09cd05e1077280e2d99e6d4ec443800e&oe=5A13F59B	https://www.facebook.com/photo.php?fbid=1424656204270886&set=gm.1704347249578135&type=3	facebook.com	2017-09-06T10:56:58+0000	1504695418	2017-09-06 12:56:58	14	8	25	10	43	8	8	0	9	0	14	0	2	0	2	7	0	benArous	1
photo	post_user_1008279892518211	1008279892518211_1703402699672590	https://www.facebook.com/1008279892518211/posts/1703402699672590	الادارة الجهوية بالقيروان استولى عليها السادة النواب وبقطع النظر عن مشروعية الطلب فالطريقة تفقد التعاطف وأقلها كيفية معاملة المربين الذين قدموا لقضاء شؤونهم ،،،أما من كلف بكتابة التنبيه فقد كتب في البداية ما يلي:  الادارة مغلقة لصيانة   وبدأ بتلوينها وعندما قلت له : اشبيها للصيانة مكتوبة هكاكة  اصر على أنها صحيحة وبعد أن عجز عن اصلاحها بدلها ب: مغلقة الى حين 	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/21272306_10203252032417496_4966792830727854451_n.jpg?oh=ed903dcebf6c74aef8ab58d6da63737d&oe=5A58F3E8	https://scontent.xx.fbcdn.net/v/t1.0-9/q81/s720x720/21272306_10203252032417496_4966792830727854451_n.jpg?oh=eb86a0da982c74083e6fdc00bfedadc8&oe=5A4ABB1D	https://www.facebook.com/photo.php?fbid=10203252032417496&set=gm.1703402699672590&type=3	facebook.com	2017-09-05T13:11:17+0000	1504617077	2017-09-05 15:11:17	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	kairouan	1
link	post_user_1008279892518211	1008279892518211_1704272606252266	https://www.facebook.com/1008279892518211/posts/1704272606252266	Mounira Guez shared ‎حملة مساندة المنتوج التونسي‎ s post to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t1.0-1/p100x100/12742811_854696544652262_8295010474269683955_n.jpg?oh=fc469c013bed41c701970ad0c6008962&oe=5A5FF24F		https://www.facebook.com/permalink.php?story_fbid=1324098774378701&id=854694814652435	facebook.com	2017-09-06T08:52:34+0000	1504687954	2017-09-06 10:52:34	5	0	5	0	5	0	0	0	0	0	5	0	0	0	0	0	0	tunis	1
photo	post_user_1008279892518211	1008279892518211_1704205272925666	https://www.facebook.com/1008279892518211/posts/1704205272925666	مع الموجات الايجابية الصباحية 🙂 من وسط مدينة سوسة 😎	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/21317641_10207823882995256_5409167707826902008_n.jpg?oh=171364f7a70377aed4044ae9290c1711&oe=5A5BCB22	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/21317641_10207823882995256_5409167707826902008_n.jpg?oh=70abce31d355604da46b4d4a915e79e2&oe=5A15BA2F	https://www.facebook.com/photo.php?fbid=10207823882995256&set=gm.1704205272925666&type=3	facebook.com	2017-09-06T06:43:15+0000	1504680195	2017-09-06 08:43:15	14	0	15	0	15	0	0	0	0	0	14	1	0	0	0	0	0	sousse	1
photo	post_user_1008279892518211	1008279892518211_1701980066481520	https://www.facebook.com/1008279892518211/posts/1701980066481520	سوسة تشهد اختناق مروري كل يوم ومشروع االمحولات مشروع ناجح وتونس العاصمة تملك فوق 30 محول وفي سوسة وافقوا فقط على انشاء محول وحيد وهو محول حي االرياض في حين سوسة تحتاج لاكثر من محول للتواجه مشاكل االيومية للازدحام المروري	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/21231277_327892491009168_5745451652198492862_n.jpg?oh=d97ed7c17ae4bb946febaaff3eb99895&oe=5A13B4D6	https://scontent.xx.fbcdn.net/v/t1.0-9/21231277_327892491009168_5745451652198492862_n.jpg?oh=a1b4d4913b1593dce3cb6256d831bb5b&oe=5A5F6B4B	https://www.facebook.com/photo.php?fbid=327892491009168&set=gm.1701980066481520&type=3	facebook.com	2017-09-04T10:09:26+0000	1504519766	2017-09-04 12:09:26	18	34	18	0	52	33	18	15	39	0	18	0	0	0	0	0	0	tunis	1
video	post_user_1008279892518211	1008279892518211_1700568649955995	https://www.facebook.com/1008279892518211/posts/1700568649955995	Maître Hatem Kammoun shared ‎Collectif Environnement Développement Sfax تنسيقية البيئة والتنمية بصفاقس‎ s video to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/21223125_1934661953438438_5289518255298314240_n.jpg?oh=74f11c47521e3331a5d54ba6d24373bf&oe=5A527BB0	https://scontent.xx.fbcdn.net/v/t15.0-10/21223125_1934661953438438_5289518255298314240_n.jpg?oh=61a2c711c1b566e8fd2b3816dcabd016&oe=5A504ECB	https://www.facebook.com/collectif.sfax/videos/1934657896772177/	facebook.com	2017-09-03T09:55:09+0000	1504432509	2017-09-03 11:55:09	9	0	21	16	37	0	0	0	0	0	9	0	0	0	5	7	0	sfax	1
link	post_user_1008279892518211	1008279892518211_1699105576768969	https://www.facebook.com/1008279892518211/posts/1699105576768969	http://kapitalis.com/tunisie/2017/09/02/aid-el-kebir-la-police-environnementale-en-action/	https://external.xx.fbcdn.net/safe_image.php?d=AQApQdAdKXMQef_9&w=130&h=130&url=http%3A%2F%2Fkapitalis.com%2Ftunisie%2Fwp-content%2Fuploads%2F2017%2F09%2Fpolice-environnemntale-tunis-3.jpg&cfs=1&_nc_hash=AQBRK8c5v3an0Dfl	https://external.xx.fbcdn.net/safe_image.php?d=AQAq8XG5YqsmC46v&url=http%3A%2F%2Fkapitalis.com%2Ftunisie%2Fwp-content%2Fuploads%2F2017%2F09%2Fpolice-environnemntale-tunis-3.jpg&_nc_hash=AQCjzFwf16H8Vagk	http://kapitalis.com/tunisie/2017/09/02/aid-el-kebir-la-police-environnementale-en-action/	kapitalis.com	2017-09-02T11:23:14+0000	1504351394	2017-09-02 13:23:14	5	3	5	4	12													tunis	1
status	post_user_1008279892518211	1008279892518211_1699952476684279	https://www.facebook.com/1008279892518211/posts/1699952476684279	والله أتعس والية حطت ساقيها في أريانة.... عمرنا لوصلنا للمستوى هذا متع الوسخ! منحكيوش على مهرجان الورد عاد.... هام زوز تصاور: 1- سنة 2015 و2- سنة 2017					2017-09-02T22:41:54+0000	1504392114	2017-09-03 00:41:54	8	8	11	3	22	8	5	3	4	0	8	1	0	0	1	1	0	ariana	1
photo	post_user_1008279892518211	1008279892518211_1699723756707151	https://www.facebook.com/1008279892518211/posts/1699723756707151	David Pawlo shared ‎Delta tunisie دلتا تونس‎ s post to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/21192910_1694364050615019_861009517971059340_n.jpg?oh=ecf2bfc83dc0ce7823a14489f711c99b&oe=5A1847D5	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/21192910_1694364050615019_861009517971059340_n.jpg?oh=3c29504c7cf59b3db7c80716a508588f&oe=5A142A2A	https://www.facebook.com/630521226999312/photos/a.1104390809612349.1073741887.630521226999312/1694364050615019/?type=3	facebook.com	2017-09-02T19:30:09+0000	1504380609	2017-09-02 21:30:09	12	2	13	1	16	2	1	1	2	0	12	0	0	1	0	0	0	tunis	1
photo	post_user_1008279892518211	1008279892518211_1699592480053612	https://www.facebook.com/1008279892518211/posts/1699592480053612	Nour Ayed shared ‎انتبه أنت في تونس‎ s post to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/21191842_1664304203629846_5866076624914266602_n.jpg?oh=0f27c4c64ac67d04b7bd4fb86a394d0f&oe=5A167B17	https://scontent.xx.fbcdn.net/v/t1.0-9/21191842_1664304203629846_5866076624914266602_n.jpg?oh=03884d9a664b9d1ca4b48aa2bc24601e&oe=5A18757C	https://www.facebook.com/326120170781596/photos/a.1200918169968454.1073741825.326120170781596/1664304203629846/?type=3	facebook.com	2017-09-02T17:39:30+0000	1504373970	2017-09-02 19:39:30	2	0	6	2	8	0	0	0	0	0	2	0	2	1	0	1	0	tunis	1
status	post_user_1008279892518211	1008279892518211_1699407143405479	https://www.facebook.com/1008279892518211/posts/1699407143405479	une reclamation au niveau de l onas district  ariana  n 1174 du 09/06/2017 à ce jour sans suite jaafar ariana nord					2017-09-02T15:14:57+0000	1504365297	2017-09-02 17:14:57	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	ariana	1
link	post_user_1008279892518211	1008279892518211_1697576040255256	https://www.facebook.com/1008279892518211/posts/1697576040255256	أمر حكومي عدد 433 لسنة 2017 مؤرخ في 10 أفريل 2017 يتعلق بضبط الخطايا والمخالفات المتعلقة بتراتيب حفظ الصحة والنظافة العامة بالمناطق الراجعة للجماعات المحلية. إن رئيس الحكومة، باقتراح من وزير الشؤون المحلية والبيئة، بعد الاطلاع على الدستور، وعلى القانون عدد 33 لسنة 1975 المؤرخ في 14 ماي 1975 المتعلق بإصدار القانون الأساسي للبلديات وعلى جميع النصوص التي نقحته أو تممته وخاصة القانون الأساسي عدد 57 لسنة 2008 المؤرخ في 4 أوت 2008 وخاصة الفصلين 80 و81، وعلى القانون الأساسي عدد 11 لسنة 1989 المؤرخ في 4 فيفري 1989 المتعلق بالمجالس الجهوية كما تم تنقيحه بالقانون الأساسي عدد 119 لسنة 1993 المؤرخ في 27 ديسمبر 1993، وعلى القانون عدد 59 لسنة 2006 المؤرخ في 14 أوت 2006 المتعلق بمخالفة تراتيب حفظ الصحة والنظافة العامة بالمناطق الراجعة للجماعات المحلية كما تم تنقيحه وإتمامه بالقانون عدد 30 لسنة 2016 المؤرخ في 5 أفريل 2016 وخاصة الفصل 2 منه، وعلى الأمر الحكومي عدد 365 لسنة 2016 المؤرخ في 18 مارس 2016 المتعلق بإحداث وضبط مشمولات وزارة الشؤون المحلية، وعلى الأمر الحكومي عدد 951 لسنة 2016 المؤرخ في 28 جويلية 2016 المتعلق بتنظيم وزارة الشؤون المحلية، وعلى الأمر الرئاسي عدد 107 لسنة 2016 المؤرخ في 27 أوت 2016 المتعلق بتسمية رئيس الحكومة وأعضائها، وعلى رأي المحكمة الإدارية، يصدر الأمر الحكومي الآتي نصه : الفصل الأول ـ يضبط هذا الأمر الحكومي الخطايا والمخالفات المتعلقة بتراتيب حفظ الصحة والنظافة العامة بالمناطق الراجعة للجماعات المحلية. الفصل 2 ـ يعاقب بخطية قدرها أربعون دينار كل من يرتكب إحدى المخالفات التالية : 1 ـ إلقاء أو وضع أو ترك أو صب فضلات الأطعمة أو بقايا السجائر أو القوارير أو العلب أو الأوراق أو الأكياس أو أي أشياء أخرى مهما كانت طبيعتها بالأماكن العمومية أو الخاصة، 2 ـ وضع الفضلات المنزلية في أوعية أو أكياس لا تستجيب للمواصفات المحددة لها من قبل الجماعة المحلية المعنية، 3 ـ وضع مواد تحجرها التراتيب الجاري بها العمل بأوعية الفضلات المنزلية كسوائل السيارات والمصنوعات البلورية  أو المعدنية أو الخشبية أو الخزفية أو الإسمنتية وكل المصنوعات الأخرى مهما كانت طبيعتها، 4 ـ إخراج الفضلات المنزلية في غير الأوقات المحددة لها من قبل الجماعة المحلية المعنية، 5 ـ تحويل حاويات الفضلات المنزلية الموضوعة من قبل الجماعات المحلية من الموقع المحدد لها، 6 ـ وضع أو إلقاء أو ترك أو تفريغ الفضلات المنزلية أو أي أشياء أخرى مهما كانت طبيعتها خارج الحاويات المخصصة لها، 7 ـ تنظيف واجهات أو أرصفة المحلات المعدة لممارسة الأنشطة التجارية أو الحرفية أو المهنية مهما كانت الوسائل والمواد المستعملة في ذلك خارج الأوقات المحددة لها من قبل الجماعة المحلية المعنية، 8 ـ عرض أي شيء بالنوافذ أو بالشرفات أو بالأسيجة  أو إلقاء أي شيء منها من شأنه أن يضر بالمارة، أو تنبعث منه رائحة مزعجة أو مضرة بالصحة العامة، 9 ـ استعمال الحنفيات أو أحواض المياه أو النافورات العمومية ومحيطها في غير ما أعدت له، 10 ـ وضع أو إلقاء أو ترك أو تفريغ أي شيء بأحواض المياه أو النافورات العمومية ومحيطها، 11 ـ إصلاح السيارات أو غسلها بالأماكن العمومية، 12 ـ وضع مخلفات عملية تشذيب الأشجار المزروعة بالأرصفة أو بالطرقات أو بالساحات العمومية في الأماكن غير المخصصة لها، 13 ـ البصاق بالأماكن العمومية. الفصل 3 ـ يعاقب بخطية قدرها ستون دينارا كل من يرتكب إحدى المخالفات التالية : 1 ـ عدم تركيز أو صيانة المعدات الضرورية لتصريف المياه المستعملة كالميازيب أو الأنابيب أو تصريف مياه الأمطار المنحدرة من السطوح أو مياه مكيفات الهواء. 2 ـ تلويث الأماكن العمومية عند نقل النفايات بمختلف أصنافها، 3 ـ تلويث الشواطئ أو مياه البحر أو إزعاج راحة الأفراد بسبب : ـ غسل الصوف أو الجلود أو أي أشياء أخرى مهما كانت طبيعتها، ـ تركيز الأكشاك والخيام الفوضوية وغيرها بالأماكن غير المخصصة لذلك، ـ جلب الحيوانات أو إدخالها إلى مياه البحر. 4 ـ تلويث الأماكن العمومية بفضلات الحيوانات، 5 ـ تعطيل سيلان مياه الأمطار بسبب وضع مواد البناء أو غيرها من الحواجز المشابهة بطريق عمومية أو على الرصيف أو بسبب عدم تنظيفها بعد رفع ما وضع بها من المواد من قبل المتساكنين أو المقاولات أو المؤسسات المختلفة، 6 ـ نقل الفضلات المستخرجة من جهر فروع الخنادق الخاصة في أوعية وبكيفية لا تستجيب للشروط الصحية المحددة لها من قبل الجماعة المحلية المعنية، 7 ـ إلقاء أو وضع أو ترك جثث الحيوانات بالأماكن غير المخصصة لها من قبل الجماعة المحلية المعنية، 8 ـ إخراج فضلات المحلات المعدة لممارسة الأنشطة التجارية أو الحرفية أو المهنية في غير الأوقات المحددة لها من قبل الجماعة المحلية المعنية، 9 ـ سياقة العربات بغير المسالك المحددة لها والجولان بالحيوانات داخل الحدائق العمومية والمنتزهات الحضرية، 10 ـ تشذيب الأشجار المزروعة بالأرصفة أو بالطرقات أو بالساحات العمومية دون إذن من الجماعة المحلية المعنية، 11 ـ عدم احترام الشروط الصحية المحددة من قبل الجماعة المحلية المعنية والخاصة بكل نشاط تجاري أو حرفي أو مهني والمتعلقة بالتجهيزات وبفريق العمل من حيث سلامة ونظافة الجسم والهندام أثناء القيام بالعمل، 12 ـ عدم صيانة وتنظيف الأجزاء المشتركة بالعمارات، 13 ـ عدم صيانة وتنظيم الاسطبلات ومرابط الدواب المرخص فيها، 14 ـ التبول بالأماكن العمومية. الفصل 4 ـ تلغى جميع الأحكام السابقة والمخالفة لأحكام هذا الأمر الحكومي وخاصة الأمر عدد 1866 لسنة 2007 المؤرخ في 23 جويلية 2007 المتعلق بضبط قائمة المخالفات لتراتيب حفظ الصحة بالمناطق الراجعة للجماعات المحلية والخطايا المستوجبة. الفصل 5 ـ وزير الشؤون المحلية والبيئة ووزيرة المالية مكلفان، كل فيما يخصه، بتنفيذ هذا الأمر الحكومي الذي ينشر بالرائد الرسمي للجمهورية التونسية. تونس في 10 أفريل 2017.  الإمضاء المجاور وزيرة المالية لمياء بوجناح الزريبي  وزير الشؤون المحلية والبيئة رياض المؤخر رئيس الحكومة يوسف الشاهد 			http://www.legislation.tn/sites/default/files/fraction-journal-officiel/2017/2017A/030/Ta20174333.pdf	legislation.tn	2017-09-01T12:28:43+0000	1504268923	2017-09-01 14:28:43	10	6	10	5	21	6	3	3	4	0	10	0	0	0	0	0	0	tunis	1
